name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,free_throws_scored,free_throws_attempted,assists,3_point_scored,3_point_attempted,offensive_rebounds,defensive_rebounds,steals,blocks,turnover,5yrs
Charlie Hardnett,78,21.2,10.6,3.9,8.8,2.9,4.5,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Zelmo Beaty,80,24,10.2,3.7,8.5,2.8,3.8,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Charles Vaughn,77,24,10.1,3.8,9.2,2.4,3.4,3.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Len Chappell,80,15.5,8.9,3.5,7.6,1.9,3,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Johnny Cox,73,23.1,7.8,3.3,7.8,1.3,1.8,1.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Paul Hogue,50,26.8,7.7,3,8.4,1.6,3.5,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Wayne Hightower,66,21,7.4,2.9,8.2,1.6,2.4,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bill McGill,60,9.8,7.4,3,5.9,1.3,2,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Leroy Ellis,80,20.4,7.2,2.8,6.6,1.7,2.5,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Don Nelson,62,17.3,6.8,2.1,4.7,2.6,3.6,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Kevin Loughery,57,14.8,6.4,2.6,7,1.2,1.8,1.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Mel Nowell,39,15.1,5.9,2.4,6.1,1.2,1.7,2.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
John Rudometkin,56,10.2,5.2,1.9,5.5,1.3,1.7,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Dan Swartz,39,8.6,4.5,1.5,3.8,1.6,1.8,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bob Duffy,42,10.4,3.7,1.6,4.1,0.5,0.9,2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Gene Wiley,75,19.8,3.2,1.5,3.1,0.3,0.9,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Enoch Olsen,52,7.2,2.2,0.8,2.6,0.5,0.8,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Walt Bellamy,79,42.3,31.6,12.3,23.7,6.9,10.8,2.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Lee Shaffer,75,27.8,16.9,6.9,15.7,3.2,4.1,1.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Al Butler,59,34.2,14,5.9,12.8,2.2,3.1,3.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Ray Scott,75,27.8,13.3,4.9,12.7,3.4,5.2,1.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Tom Meschery,80,31.4,12.1,4.7,11.6,2.7,3.3,1.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bob Sims,65,20.7,7.8,3,7.6,1.9,3.3,2.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Adrian Smith,80,18.3,7.2,2.5,6.2,2.2,2.8,2.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Horace Walker,65,20.5,6.7,2.3,6.8,2.2,3,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Cleveland Buckner,62,11.2,6.4,2.5,5.9,1.3,2.1,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Paul Neumann,77,16.4,6.2,2.2,5.2,1.7,2.2,2.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Joe Buckhalter,63,11.6,5.9,2.4,5.3,1.1,1.7,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Cleo Hill,58,18.1,5.5,1.8,5.3,1.8,2.4,2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Johnny Egan,58,12,5.5,2.2,5.2,1.1,1.4,1.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
York Larese,59,11.9,5.1,2.1,5.5,1,1.2,1.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Jack Turner,42,13.5,4.8,2,5.3,0.8,1,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Gary Phillips,67,10.6,4,1.6,4.6,0.7,1.3,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Ronald Martin,66,15.4,3.4,1.4,4.4,0.6,0.8,1.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
George Blaney,36,10.1,3.3,1.5,3.9,0.3,0.5,1.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Donnie Butcher,47,10.2,2.9,1,3.3,0.9,1.5,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Frank Radovich,37,4.7,2.4,1,2.5,0.4,0.7,0.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Robert Nordmann,58,5.9,2.3,0.9,2.2,0.5,1,0.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Ted Luckenbill,67,5.9,2,0.6,1.8,0.7,1.1,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bob Wiesenhahn,60,5.4,2,0.9,2.7,0.3,0.5,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Wayne Yates,37,7.1,1.9,0.8,2.8,0.3,0.6,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Dave Zeller,61,4.6,1.5,0.6,1.7,0.3,0.4,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Oscar Robertson,71,42.7,30.5,10.6,22.5,9.2,11.2,9.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jerry West,79,35.4,17.6,6.7,16,4.2,6.3,4.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Don Ohl,79,27.5,13.3,5.4,13.7,2.5,3.5,3.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
George Lee,74,23.4,12.1,4.2,10.5,3.7,5.3,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Lenny Wilkens,75,25.3,11.7,4.4,10.4,2.9,4,2.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bob Boozer,79,19.9,8.4,3.2,7.6,2.1,3.1,1.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jackie Moreland,64,15.7,7.3,3,7.5,1.3,2.1,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Alvin Attles,77,20.1,7,2.9,7.1,1.3,2.1,2.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Dave Budd,61,17.6,6.5,2.6,5.9,1.4,2.2,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bob McNeill,75,18.5,5.8,2.2,5.7,1.4,1.7,3.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Fred LaCour,55,13.1,5.6,2.2,5.4,1.1,1.5,1.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Willie Jones,35,12.9,5.6,2.2,6.2,1.1,1.8,1.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Ralph Davis,73,16.6,5.4,2.5,6.2,0.5,0.7,2.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Thomas Sanders,68,15.9,5.3,2.2,5.2,1,1.5,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Harvey Halbrook,79,14.3,4.9,2,5.9,1,1.8,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Joe Roberts,68,11.8,4.7,1.9,5.2,0.9,1.5,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Darrall Imhoff,62,16,4.7,2,5,0.8,1.5,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Howie Jolliff,46,7.7,2.2,1,3.1,0.2,0.5,0.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Wilt Chamberlain,72,46.4,37.6,14.8,32.1,8,13.8,2.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bailey Howell,75,31.3,17.8,6.8,14.9,4.2,5.6,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Rudy LaRusso,71,29.5,13.7,5,12.9,3.7,5,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Dick Barnett,57,21.7,12.4,5.1,12.3,2.2,3.2,2.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Tom Hawkins,69,21.3,7.9,3.2,8.4,1.5,2.4,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Johnny Green,69,17.9,7,3,6.8,0.9,2.2,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bob Ferry,62,14.1,5.9,2.3,5.5,1.2,1.9,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Joe Ruklick,39,9.8,5,2.2,5.5,0.7,0.9,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
John Richter,66,12.2,4.3,1.7,5,0.9,1.8,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bob Anderegg,33,11.3,4,1.7,4.3,0.7,1.3,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Gary Alcorn,58,11.6,4,1.6,5.4,0.8,1.4,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Gene Guarilia,48,8.8,3,1.2,3.2,0.6,0.9,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Elgin Baylor,70,40.8,24.9,8.6,21.2,7.6,9.8,4.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Wayne Embry,66,24.1,11.4,4.1,10.6,3.1,4.8,1.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Hal Greer,68,23.9,11.1,4.5,10,2,2.6,1.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Guy Rodgers,45,34.8,10.7,4.7,11.9,1.4,2.5,5.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jim Palmer,67,24.2,10.3,3.8,9.4,2.7,3.7,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Arlen Bockhorn,71,31.7,10.2,4.1,10.9,1.9,2.8,2.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Archie Dees,68,18.4,8.2,2.9,8.3,2.3,3,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Andy Johnson,67,17.3,6.9,2.6,7,1.7,2.9,1.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Shellie McMillon,48,14.6,6.4,2.6,6,1.1,2.2,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Mike Farmer,72,21.5,6,2.4,6.9,1.2,1.4,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Alexander Ellis,72,16.7,5.9,2.3,5.3,1.4,2,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Vern Hatton,64,17.3,5.9,2.3,6.5,1.2,1.6,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Phil Rollins,44,15.7,5.2,1.9,5.3,1.4,2,2.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Hub Reed,65,14.6,5,2.1,4.9,0.8,1.1,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Connie Dierking,64,11.3,4.6,1.6,4.5,1.3,2.2,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bennie Swain,58,12.2,4.6,1.7,4.2,1.2,1.9,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Steve Hamilton,67,12.6,4.4,1.6,4.4,1.1,1.6,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Larry Staverman,57,11.9,4.3,1.8,3.8,0.8,1,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jack Parr,66,15.7,4,1.7,4.7,0.7,1.1,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Barney Cable,31,8.7,3.5,1.4,4.1,0.7,0.9,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
K.C. Jones,49,12.4,3.5,1.3,3.9,0.8,1.4,1.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Woody Sauldsberry,71,33.5,12.8,5.5,15.2,1.9,3.1,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Guy Sparrow,72,23.1,11.1,4.4,11.6,2.3,3.6,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Jim Krebs,68,18.5,7.8,2.9,7.8,2,2.6,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Win Wilfong,71,19.2,7.8,2.8,7.6,2.3,3.4,2.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Charlie Tyra,68,17.4,7.4,2.6,7.2,2.2,3.3,0.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Rod Hundley,65,17.8,7,2.7,8.4,1.6,2.5,1.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Sam Jones,56,10.6,4.6,1.8,4.2,1.1,1.5,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Lennie Rosenbluth,53,7,4.4,1.7,5,1,1.6,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Larry Friend,44,12.9,4,1.7,5.1,0.6,0.9,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Dick Duckett,34,12.5,3.9,1.6,4.6,0.7,0.8,1.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Brendan McCann,36,8.2,1.9,0.6,2.8,0.7,1,1.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Tom Heinsohn,72,29.9,16.2,6.2,15.6,3.8,4.8,1.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bill Russell,48,35.3,14.7,5.8,13.5,3.2,6.4,1.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bob Leonard,72,27,11,4.2,12,2.6,3.3,2.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Willie Naulls,71,25,10.1,4.1,11.5,1.9,2.7,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Richie Guerin,72,24.9,9.7,3.6,9.7,2.5,4.1,2.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Dave Piontek,71,24.8,9,3.6,9,1.7,2.6,1.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Al Bianchi,68,23.2,8.3,2.9,8.3,2.4,3.5,1.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Joe Holup,71,18.1,7.4,2.3,6.9,2.9,3.6,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Ron Sobie,71,19.4,6.8,2.3,6.2,2.1,2.8,1.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Johnny McCarthy,72,21.7,6.6,2.4,6.4,1.8,2.7,1.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jim Paxson,71,17.9,6.3,1.9,6.8,2.4,3.3,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bob Burrow,67,15.3,6,2,5.5,1.9,3.1,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bob Hopkins,62,12.3,5.7,2.1,5.5,1.5,2,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Cliff Hagan,67,14.5,5.5,2,5.5,1.5,2.2,1.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Lou Tsioropoulos,52,12.9,4.4,1.5,4.9,1.3,1.7,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bill Thieben,58,10.9,4.1,1.6,4.4,1,1.5,0.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Maurice Stokes,67,34.7,16.8,6,17,4.8,6.7,4.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Jack Twyman,72,30.4,14.4,5.8,13.7,2.8,4.1,2.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Ken Sears,70,29.6,12.8,4.6,10.4,3.7,4.6,1.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Ed Fleming,71,28.6,12.5,4.3,11.6,3.9,5.2,2.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Tom Gola,68,34.5,10.8,3.6,8.7,3.6,4.9,5.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jack Stephens,72,30.8,10.3,3.4,8.9,3.4,5,2.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Chuck Noble,72,28,9.5,3.8,10.7,2,2.7,3.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Dick Ricketts,68,28.6,8.9,3.5,11.1,2,2.9,3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Jim Loscutoff,71,22.3,8.3,3.2,8.8,2,2.9,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Ed Conlin,66,21.6,8.2,3.2,8.7,1.8,2.7,2.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Al Ferrari,68,23.7,8,2.8,7.9,2.4,3.5,2.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Walter Devlin,69,22.2,7.9,2.9,7.8,2.1,2.8,2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Richie Regan,72,24.3,7.8,3.3,9.5,1.2,1.8,3.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Walter Dukes,60,21.5,7.8,2.5,6.2,2.8,3.9,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Dick Hemric,71,18.7,7,2.3,5.6,2.5,3.8,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Dick Garmaker,68,12.8,5.7,2,5.5,1.6,2,1.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Jesse Arnelle,31,13.2,4.7,1.7,5.3,1.4,2.2,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Chuck Mencel,69,14.1,4.6,1.7,5.4,1.1,1.4,1.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bob Schafer,54,10.7,4.1,1.5,5,1.1,1.5,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Medford Park,40,10.6,3.8,1.3,3.8,1.1,1.8,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Larry Hennessy,53,8.4,3.7,1.6,4.7,0.5,0.6,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Chris Harris,41,10.2,2.5,0.9,3.6,0.7,1.1,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bob Pettit,72,36.9,20.4,7.2,17.8,5.9,7.9,3.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Frank Selvy,71,37.6,19,6.4,16.8,6.3,8.6,3.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Frank Ramsey,64,27.4,11.2,3.7,9.3,3.8,5,2.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Johnny Kerr,72,21.2,10.5,4.2,10,2.1,3.1,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Tom Marshall,72,18.6,8,3.1,7,1.8,2.7,1.5,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Dick Rosenthal,67,21,7.8,2.9,7.8,1.9,2.7,2.3,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
George Dempsey,48,28.9,7.3,2.6,7.5,2,2.9,3.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Art Spoelstra,70,16.1,6.1,2.3,5.7,1.5,2.2,0.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Dick Farley,69,16.1,5.9,2,5.1,2,2.9,1.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Ed Kalafat,72,15.3,4.8,1.6,5.2,1.5,2.3,1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Togo Palazzi,53,9.5,4.7,1.9,4.8,0.8,1.1,0.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Dwight Morrison,71,17.3,4.4,1.7,4,1,1.6,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Jack Turner,65,14.2,4.3,1.7,4.7,0.9,1.2,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Gene Shue,62,15.3,4.2,1.6,4.7,1,1.3,1.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bert Cook,37,11.5,3.2,1.1,3.6,0.9,1.4,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Ray Felix,72,37.1,17.6,5.7,13.7,6.2,9.8,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Don Sunderlage,68,32.8,11.2,3.7,11,3.7,5,2.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Jack George,71,37.3,9.5,3.6,10.4,2.2,3.7,4.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
George Yardley,63,23.6,9,3.3,7.8,2.3,3.3,1.6,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Bob Houbregs,70,28.1,8.7,3,8,2.7,3.8,1.8,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Al Roges,67,28.9,8.5,3.3,9.2,1.9,2.7,2.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Clyde Lovellette,72,17.4,8.2,3.3,7.8,1.6,2.3,0.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Irv Bemoras,69,21.7,7.4,2.7,7.3,2,3,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Rollen Hans,67,23.2,7.2,2.9,7.7,1.5,2.7,2.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Bill Kenville,72,19.5,6,2.1,5.4,1.9,2.5,1.7,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,1
Walt Davis,68,23.1,5.9,2.5,6.7,1,1.5,0.9,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Jim Neal,67,13.4,4.7,1.7,5.5,1.2,2,0.4,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Jim Fritsche,68,18,4.1,1.7,5.6,0.7,1,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Joe Smyth,40,12.4,3.3,1.2,3.5,0.9,1.6,1.2,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
Jim Luisi,31,11.8,2.9,1,3.1,0.9,1.3,1.1,0.283865502,0.883650477,1.030532972,2.137714544,0.625022584,0.391553749,1.203777058,0
