,Name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,3_point_scored,3_point_attempted,free_throws_scored,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnover,5Yrs,Unnamed: 0,id,name,season
2603,,40,9.5,3.8,1.6,3.7,0.1,0.3,0.7,0.7,0.1,0.6,1.5,0.2,0.1,0.6,0,23.0,78429.0,Milt Wagner,1987.0
2604,,79,14.6,3.6,1.4,2.6,0.0,0.0,0.9,1.4,1.3,2.1,0.5,0.4,0.3,0.7,1,24.0,76009.0,Mark Acres,1987.0
2605,,55,9.3,3.1,1.2,2.5,0.0,0.0,0.7,1.3,1.3,1.3,0.4,0.2,0.3,0.6,1,25.0,201.0,Chris Dudley,1987.0
2606,,58,13.1,2.7,1.1,2.9,0.1,0.4,0.4,0.6,0.3,0.7,3.1,0.3,0.1,1.0,0,26.0,77104.0,Michael Jackson,1987.0
2607,,59,8.7,2.5,1.1,2.2,0.0,0.0,0.4,0.6,0.3,0.4,1.7,0.6,0.0,0.9,0,27.0,78504.0,Clinton Wheeler,1987.0
2608,,44,8.3,2.4,1.0,2.5,0.0,0.2,0.4,0.5,0.1,0.5,2.0,0.4,0.0,1.0,0,28.0,76586.0,Billy Donovan,1987.0
2609,,41,6.6,1.9,0.7,1.9,0.0,0.0,0.5,0.7,0.6,1.1,0.5,0.1,0.3,0.6,0,29.0,78271.0,John Stroeder,1987.0
2610,,50,6.2,1.7,0.5,1.7,0.0,0.0,0.6,1.0,0.3,0.7,0.3,0.3,0.1,0.4,0,30.0,77383.0,Ralph Lewis,1987.0
2611,,36,6.3,1.3,0.5,1.3,0.1,0.2,0.2,0.4,0.1,0.3,0.6,0.2,0.0,0.5,1,31.0,77294.0,Bart Kofoed,1987.0
2612,,44,7.6,1.1,0.5,1.2,0.0,0.0,0.2,0.4,0.5,1.3,0.4,0.2,0.3,0.5,0,32.0,77704.0,Martin Nessley,1987.0
2613,,82,37.4,22.9,9.0,19.7,0.2,1.1,4.7,6.9,2.1,2.7,4.8,2.5,1.0,4.2,1,0.0,166.0,Ron Harper,1986.0
2614,,82,36.0,18.8,7.7,16.6,0.6,1.7,2.7,3.6,2.0,6.2,3.6,1.1,0.2,2.6,1,1.0,456.0,Chuck Person,1986.0
2615,,63,25.2,15.9,6.5,12.2,0.0,0.0,3.0,4.6,2.2,2.7,1.7,0.6,0.6,2.4,0,2.0,76158.0,Walter Berry,1986.0
2616,,80,33.7,15.7,6.1,11.3,0.0,0.0,3.5,5.0,1.9,6.2,3.8,0.6,0.8,3.1,1,3.0,921.0,Brad Daugherty,1986.0
2617,,80,33.9,14.6,5.4,11.2,0.0,0.0,3.7,5.0,2.8,5.1,1.9,0.7,2.1,1.7,1,4.0,73.0,Hot Rod Williams,1986.0
2618,,68,25.3,10.4,4.2,8.5,0.0,0.1,2.1,2.7,1.7,3.2,1.1,0.7,0.7,1.1,1,5.0,78440.0,Kenny Walker,1986.0
2619,,81,20.8,10.3,4.1,9.4,0.2,0.6,1.9,2.4,0.7,1.4,3.6,0.8,0.0,1.5,1,6.0,1008.0,Johnny Dawkins,1986.0
2620,,78,22.7,9.2,3.6,8.0,0.1,0.5,1.8,2.9,1.7,3.0,2.4,1.7,0.4,1.6,1,7.0,78554.0,John Williams,1986.0
2621,,77,20.9,8.8,3.4,7.8,0.2,0.7,1.9,2.6,0.9,1.1,2.0,1.2,0.2,1.7,1,8.0,766.0,David Wingate,1986.0
2622,,72,22.2,8.6,3.6,7.5,0.1,0.3,1.4,1.7,0.5,1.3,4.2,1.3,0.1,2.4,0,9.0,78465.0,Dwayne Washington,1986.0
2623,,80,21.9,8.5,3.5,7.6,0.0,0.1,1.6,2.2,1.9,2.7,1.3,0.6,0.9,1.1,1,10.0,78110.0,Brad Sellers,1986.0
2624,,64,17.3,7.9,3.4,6.9,0.0,0.1,1.0,1.6,1.1,2.2,1.2,0.3,0.4,0.9,0,11.0,76019.0,Mark Alarie,1986.0
2625,,75,18.7,7.5,3.1,6.7,0.0,0.0,1.3,1.9,2.4,4.7,0.7,0.7,1.1,1.3,1,12.0,78293.0,Roy Tarpley,1986.0
2626,,67,18.2,6.9,2.6,6.3,0.3,1.0,1.4,1.7,0.5,1.3,3.0,0.6,0.1,1.6,1,13.0,899.0,Mark Price,1986.0
2627,,50,19.6,6.7,2.8,7.2,0.0,0.0,1.0,1.7,1.6,3.3,1.1,0.4,0.7,1.7,1,14.0,76138.0,William Bedford,1986.0
2628,,68,15.1,6.6,2.7,4.6,0.0,0.0,1.3,1.8,1.5,2.8,0.5,0.5,0.5,1.4,1,15.0,76412.0,Ben Coleman,1986.0
2629,,68,14.8,6.6,2.5,5.5,0.0,0.2,1.6,2.2,1.1,2.4,1.3,0.3,0.2,1.0,1,16.0,1474.0,Larry Krystkowiak,1986.0
2630,,77,15.0,6.5,2.8,5.1,0.0,0.0,1.0,1.6,2.1,2.2,0.7,0.5,0.6,1.2,1,17.0,23.0,Dennis Rodman,1986.0
2631,,62,11.5,5.8,2.4,5.3,0.3,0.8,0.8,1.0,0.7,1.0,0.7,0.4,0.1,0.9,1,18.0,912.0,Rafael Addison,1986.0
2632,,59,12.9,5.6,2.4,4.4,0.0,0.0,0.8,1.3,1.2,1.7,1.0,0.3,0.5,1.0,1,19.0,1631.0,Billy Thompson,1986.0
2633,,64,13.1,5.5,2.1,4.7,0.1,0.3,1.2,1.7,0.7,1.0,1.3,0.4,0.1,0.9,0,20.0,76831.0,Grant Gondrezick,1986.0
2634,,65,13.5,5.4,2.0,4.2,0.0,0.0,1.4,2.1,1.2,2.3,0.4,0.3,0.3,1.2,1,21.0,404.0,Kevin Duckworth,1986.0
2635,,80,19.5,5.3,2.0,4.4,0.2,0.5,1.2,1.5,0.5,1.8,4.5,0.9,0.1,1.9,1,22.0,204.0,Jeff Hornacek,1986.0
2636,,82,17.8,5.3,2.0,3.5,0.0,0.0,1.3,2.1,1.3,2.3,0.7,0.5,1.5,0.9,1,23.0,927.0,John Salley,1986.0
2637,,71,27.8,5.3,2.0,4.2,0.0,0.1,1.2,2.0,1.4,3.2,8.2,1.8,0.6,2.2,1,24.0,203.0,Nate McMillan,1986.0
2638,,77,14.3,5.2,1.9,4.0,0.0,0.0,1.4,2.2,1.1,2.4,0.5,0.3,0.4,1.1,1,25.0,930.0,Kenny Gattison,1986.0
2639,,65,13.2,5.0,2.0,5.0,0.1,0.3,0.8,1.0,0.6,1.0,1.1,0.6,0.3,0.8,0,26.0,77173.0,Anthony Jones,1986.0
2640,,59,10.7,5.0,1.9,4.7,0.0,0.4,1.1,1.3,0.6,0.6,0.5,0.3,0.1,0.8,1,27.0,271.0,Johnny Newman,1986.0
2641,,67,9.5,4.9,2.1,4.9,0.3,0.9,0.4,0.6,0.4,0.7,0.9,0.4,0.1,0.7,1,28.0,209.0,Dell Curry,1986.0
2642,,67,13.6,4.6,2.0,4.7,0.1,0.4,0.5,0.7,1.0,1.6,1.8,0.6,0.3,0.9,0,29.0,77881.0,Harold Pressley,1986.0
2643,,66,14.2,4.4,1.5,3.1,0.0,0.0,1.4,2.1,1.1,1.9,0.8,0.6,0.2,0.7,1,30.0,1118.0,Tim Kempton,1986.0
2644,,45,10.4,4.2,2.0,4.1,0.0,0.1,0.2,0.3,0.7,1.0,0.6,0.2,0.2,0.4,0,31.0,78007.0,Johnny Rogers,1986.0
2645,,62,13.2,4.2,1.7,3.2,0.0,0.0,0.7,1.2,1.1,2.3,0.4,0.3,0.1,1.0,1,32.0,1479.0,Mike Brown,1986.0
2646,,60,8.7,3.8,1.6,3.4,0.0,0.0,0.7,1.0,0.6,0.8,0.7,0.3,0.3,0.6,1,33.0,77130.0,Buck Johnson,1986.0
2647,,35,11.0,3.8,1.6,4.1,0.0,0.0,0.5,1.5,1.0,1.9,0.5,0.2,0.2,1.1,0,34.0,78463.0,Chris Washburn,1986.0
2648,,62,8.0,3.7,1.4,3.3,0.0,0.0,0.9,1.1,0.6,1.3,0.4,0.1,0.1,0.6,1,35.0,76703.0,Dave Feitl,1986.0
2649,,43,6.7,3.4,1.2,3.1,0.1,0.3,1.0,1.5,0.3,0.7,0.8,0.3,0.1,0.8,0,36.0,77476.0,Mo Martin,1986.0
2650,,42,11.0,3.3,1.4,3.6,0.1,0.2,0.5,0.7,0.3,0.5,1.0,0.6,0.1,0.7,0,37.0,78192.0,Keith Smith,1986.0
2651,,41,8.3,3.1,1.2,2.9,0.0,0.0,0.7,0.9,0.6,0.7,1.1,0.3,0.0,0.6,0,38.0,78181.0,Clinton Smith,1986.0
2652,,54,6.0,2.3,0.9,2.5,0.2,0.8,0.3,0.5,0.1,0.5,0.6,0.2,0.0,0.5,0,39.0,77002.0,Conner Henry,1986.0
2653,,50,35.4,20.0,7.7,16.3,0.0,0.1,4.5,6.1,2.5,6.5,2.0,1.1,2.1,3.4,1,0.0,121.0,Patrick Ewing,1985.0
2654,,82,33.0,17.1,7.0,14.3,0.0,0.1,3.0,4.4,3.7,4.2,2.4,1.2,0.5,3.0,1,1.0,1365.0,Xavier McDaniel,1985.0
2655,,81,30.6,14.9,6.2,12.5,0.0,0.0,2.4,5.0,2.1,6.7,2.9,1.3,0.5,3.4,1,2.0,252.0,Karl Malone,1985.0
2656,,81,28.1,14.7,6.4,12.4,0.0,0.0,2.0,2.9,2.4,4.9,1.0,0.4,0.5,2.3,1,3.0,47.0,Wayman Tisdale,1985.0
2657,,55,25.3,14.0,5.2,11.3,0.1,0.5,3.4,3.8,0.8,1.3,1.9,1.3,0.4,1.4,1,4.0,904.0,Chris Mullin,1985.0
2658,,81,25.0,12.5,5.4,11.5,0.1,0.3,1.6,2.9,1.1,1.4,2.0,0.8,0.1,1.9,1,5.0,786.0,Gerald Wilkins,1985.0
2659,,79,26.4,11.1,4.1,8.4,0.0,0.0,2.9,3.9,2.0,5.6,1.0,0.8,2.6,1.8,1,6.0,104.0,Benoit Benjamin,1985.0
2660,,77,23.0,9.6,3.6,7.0,0.0,0.0,2.3,3.5,3.3,5.3,1.7,0.9,0.4,2.3,1,7.0,891.0,Charles Oakley,1985.0
2661,,82,23.9,9.4,3.5,7.3,0.1,0.2,2.3,2.9,0.7,0.7,4.8,0.8,0.1,1.9,1,8.0,247.0,Joe Dumars,1985.0
2662,,80,20.0,8.5,3.2,5.7,0.0,0.0,2.1,3.2,1.2,2.7,1.1,0.9,0.5,1.9,1,9.0,291.0,Ed Pinckney,1985.0
2663,,82,20.7,8.3,3.2,6.3,0.0,0.0,1.9,3.1,2.1,3.6,0.7,0.5,0.8,1.4,1,10.0,402.0,Jon Koncak,1985.0
2664,,79,15.6,7.8,2.5,5.2,0.0,0.1,2.7,3.5,0.3,1.2,4.3,1.0,0.1,2.0,1,11.0,892.0,Spud Webb,1985.0
2665,,64,17.1,7.7,3.2,6.7,0.0,0.1,1.4,2.2,1.7,2.6,0.3,0.5,0.1,1.1,1,12.0,767.0,Terry Catledge,1985.0
2666,,58,20.6,7.4,3.1,6.6,0.0,0.2,1.3,1.7,2.0,4.1,1.2,0.5,0.6,1.3,0,13.0,77361.0,Keith Lee,1985.0
2667,,79,15.4,7.1,2.7,5.7,0.2,0.5,1.6,2.0,0.4,1.0,2.5,1.0,0.0,1.3,1,14.0,345.0,Terry Porter,1985.0
2668,,82,18.8,6.4,2.5,4.7,0.0,0.1,1.2,2.0,2.0,2.7,0.7,0.6,0.6,1.2,1,15.0,920.0,A.C. Green,1985.0
2669,,64,15.1,6.2,2.2,4.9,0.0,0.1,1.7,2.4,1.1,2.0,1.4,0.4,0.2,1.3,1,16.0,96.0,Detlef Schrempf,1985.0
2670,,76,14.9,5.5,2.2,4.6,0.1,0.5,1.0,1.2,0.6,1.2,3.5,0.9,0.0,1.4,0,17.0,77609.0,Dirk Minniefield,1985.0
2671,,68,12.7,5.2,2.2,5.5,0.0,0.3,0.7,1.2,0.7,0.9,0.9,0.4,0.1,0.9,0,18.0,77076.0,Alfredrick Hughes,1985.0
2672,,80,14.8,5.2,2.0,4.3,0.0,0.0,1.2,1.6,1.4,3.3,0.6,0.3,0.4,1.3,1,19.0,170.0,Joe Kleine,1985.0
2673,,66,10.5,5.0,2.2,4.5,0.0,0.1,0.7,0.8,0.6,0.9,0.8,0.3,0.1,0.9,0,20.0,77481.0,Bill Martin,1985.0
2674,,49,15.8,4.9,1.7,4.3,0.0,0.0,1.4,2.5,0.6,2.7,0.7,0.5,0.5,1.6,0,21.0,76824.0,Georgi Glouchkov,1985.0
2675,,71,18.6,4.7,1.8,3.9,0.0,0.0,1.2,2.3,1.6,2.5,0.6,0.4,0.1,1.2,1,22.0,738.0,Bob Thornton,1985.0
2676,,78,15.0,4.7,1.8,3.9,0.0,0.1,1.0,1.6,1.2,1.9,1.1,1.0,0.8,1.2,0,23.0,78102.0,Carey Scurry,1985.0
2677,,57,8.5,4.5,1.8,4.1,0.0,0.1,0.9,0.9,0.4,0.6,0.9,0.4,0.1,0.6,0,24.0,76960.0,Steve Harris,1985.0
2678,,64,10.0,4.3,1.6,3.5,0.0,0.1,1.2,1.6,0.2,0.8,1.2,0.4,0.0,0.7,1,25.0,174.0,John Battle,1985.0
2679,,64,12.7,4.1,1.8,3.3,0.0,0.0,0.6,1.3,1.4,2.4,0.3,0.2,0.3,0.9,0,26.0,77154.0,Ken Johnson,1985.0
2680,,70,12.6,4.0,1.7,4.1,0.0,0.2,0.6,1.1,0.4,0.9,1.0,0.6,0.0,0.9,0,27.0,77852.0,Mike Phelps,1985.0
2681,,80,26.1,3.7,1.6,3.5,0.0,0.0,0.5,1.1,1.5,4.4,0.3,0.4,5.0,0.8,1,28.0,76195.0,Manute Bol,1985.0
2682,,55,9.2,3.7,1.3,2.9,0.0,0.0,1.1,1.9,0.7,0.8,1.6,0.8,0.3,0.9,1,29.0,77946.0,Jerry Reynolds,1985.0
2683,,45,10.4,3.7,1.7,4.1,0.1,0.3,0.3,0.4,0.1,0.9,1.8,0.4,0.1,1.1,0,30.0,76411.0,Fred Cofield,1985.0
2684,,45,10.2,3.5,1.5,4.0,0.0,0.2,0.4,0.8,0.3,0.4,1.5,0.8,0.1,0.9,0,31.0,77509.0,Dwayne McClain,1985.0
2685,,36,7.6,3.4,1.4,2.4,0.0,0.0,0.7,1.0,0.4,0.7,0.2,0.1,0.2,0.5,0,32.0,76384.0,Lorenzo Charles,1985.0
2686,,56,10.0,3.4,1.3,2.7,0.0,0.1,0.8,1.1,0.6,1.8,0.4,0.2,0.4,0.4,1,33.0,82.0,Bill Wennington,1985.0
2687,,57,7.6,3.2,1.0,2.8,0.0,0.1,1.1,1.2,0.2,0.6,1.2,0.3,0.1,0.9,1,34.0,78417.0,Sam Vincent,1985.0
2688,,48,6.9,3.2,1.3,3.1,0.0,0.0,0.6,0.8,0.8,1.3,0.3,0.1,0.2,0.8,1,35.0,78656.0,Blair Rasmussen,1985.0
2689,,53,10.8,2.8,1.3,2.1,0.0,0.0,0.3,0.8,0.9,1.9,0.3,0.4,0.4,0.4,0,36.0,78566.0,Pete Williams,1985.0
2690,,38,10.7,2.8,1.2,3.2,0.0,0.1,0.4,0.8,1.2,1.7,0.5,0.2,0.6,0.8,1,37.0,1091.0,Mike Smrek,1985.0
2691,,48,8.5,2.6,0.9,2.0,0.0,0.0,0.8,1.4,0.5,1.4,0.4,0.1,0.3,0.6,0,38.0,76172.0,Uwe Blab,1985.0
2692,,82,38.3,28.2,10.2,19.8,0.1,0.6,7.7,9.1,2.0,4.5,5.9,2.4,0.8,3.5,1,0.0,893.0,Michael Jordan,1984.0
2693,,82,35.5,20.6,8.3,15.3,0.0,0.0,4.1,6.7,5.4,6.5,1.4,1.2,2.7,2.9,1,1.0,165.0,Hakeem Olajuwon,1984.0
2694,,80,31.1,14.1,5.4,11.5,0.0,0.1,3.3,4.2,1.9,2.2,3.1,1.2,0.1,2.5,1,2.0,313.0,Vern Fleming,1984.0
2695,,82,28.6,14.0,5.2,9.5,0.0,0.1,3.6,4.9,3.2,5.3,1.9,1.2,1.0,2.5,1,3.0,787.0,Charles Barkley,1984.0
2696,,82,23.4,12.8,5.0,8.4,0.0,0.0,2.8,4.5,2.3,4.5,1.4,0.4,0.5,2.3,1,4.0,901.0,Otis Thorpe,1984.0
2697,,82,28.3,11.0,4.2,9.0,0.1,0.4,2.4,3.0,2.3,5.1,1.6,0.8,0.8,1.2,1,5.0,64.0,Sam Perkins,1984.0
2698,,79,24.7,10.6,4.6,9.0,0.0,0.0,1.4,1.8,2.0,3.8,0.5,0.5,1.1,1.5,1,6.0,78386.0,Mel Turpin,1984.0
2699,,76,29.2,10.0,3.9,7.3,0.0,0.0,2.1,3.0,2.7,5.9,2.8,0.7,2.7,2.3,1,7.0,76217.0,Sam Bowie,1984.0
2700,,82,21.8,9.3,3.9,8.4,0.0,0.1,1.5,2.2,2.2,4.2,0.4,0.4,0.6,1.3,1,8.0,788.0,Kevin Willis,1984.0
2701,,78,20.3,9.3,3.4,6.2,0.0,0.0,2.4,3.4,1.9,3.2,1.0,0.2,0.4,1.5,1,9.0,77516.0,Tim McCormick,1984.0
2702,,79,21.3,9.2,3.8,7.6,0.1,0.1,1.6,2.1,1.5,1.9,3.5,1.6,0.3,2.1,1,10.0,926.0,Alvin Robertson,1984.0
2703,,80,25.8,8.8,3.5,7.8,0.1,0.3,1.8,2.1,0.4,1.7,4.4,1.3,0.1,2.1,1,11.0,77081.0,Jay Humphries,1984.0
2704,,74,23.8,8.4,3.5,7.8,0.2,0.6,1.3,1.6,0.4,1.4,2.7,0.8,0.1,1.7,1,12.0,77047.0,Michael Holton,1984.0
2705,,78,20.1,8.4,3.0,5.8,0.0,0.1,2.3,3.6,1.8,3.3,1.6,0.6,0.8,1.8,0,13.0,77178.0,Charles Jones,1984.0
2706,,62,19.3,8.0,3.2,6.0,0.0,0.1,1.6,2.1,1.3,2.5,1.3,0.5,1.3,1.7,1,14.0,156.0,Antoine Carr,1984.0
2707,,78,18.7,7.1,2.8,6.1,0.3,0.9,1.3,1.7,0.5,1.4,3.1,1.0,0.1,1.4,1,15.0,306.0,Steve Colter,1984.0
2708,,74,17.3,7.1,2.8,6.2,0.1,0.3,1.4,1.7,0.5,1.0,1.7,0.6,0.2,1.1,0,16.0,78241.0,Terence Stansbury,1984.0
2709,,75,21.5,7.1,2.9,5.3,0.0,0.0,1.3,1.8,1.7,3.5,0.7,0.5,0.4,1.1,1,17.0,262.0,Michael Cage,1984.0
2710,,75,18.7,6.8,2.8,5.9,0.0,0.0,1.2,2.6,1.4,3.0,0.5,0.5,0.5,1.9,1,18.0,76094.0,Ken Bannister,1984.0
2711,,82,19.3,6.6,2.6,5.7,0.0,0.1,1.4,2.1,1.8,1.7,1.9,0.7,0.1,1.4,1,19.0,76268.0,Tony Brown,1984.0
2712,,77,12.4,6.1,2.3,4.8,0.0,0.0,1.5,2.4,1.2,1.4,0.8,0.6,0.4,0.9,1,20.0,760.0,Jerome Kersey,1984.0
2713,,72,19.8,5.8,2.4,5.2,0.0,0.0,1.1,1.3,1.2,1.8,1.5,0.4,0.1,1.3,1,21.0,78381.0,Jeff Turner,1984.0
2714,,36,14.4,5.8,2.3,5.4,0.0,0.1,1.1,1.4,1.1,1.4,0.9,0.3,0.2,0.9,1,22.0,76046.0,Ron Anderson,1984.0
2715,,56,11.2,5.6,2.3,4.7,0.0,0.0,1.0,1.3,0.7,0.9,0.4,0.5,0.1,1.2,1,23.0,76338.0,Tony Campbell,1984.0
2716,,82,18.2,5.6,1.9,4.1,0.0,0.1,1.7,2.4,0.3,1.0,5.1,1.3,0.1,1.8,1,24.0,304.0,John Stockton,1984.0
2717,,54,17.0,5.5,2.1,4.3,0.0,0.0,1.2,2.3,1.6,3.3,0.3,0.4,0.3,1.2,1,25.0,78534.0,Eddielee Wilkins,1984.0
2718,,74,15.1,5.1,2.2,4.6,0.0,0.0,0.7,1.0,1.2,2.5,0.5,0.2,0.2,1.0,0,26.0,76021.0,Chuck Aleksinas,1984.0
2719,,59,12.8,5.1,1.9,4.6,0.0,0.1,1.2,1.7,0.8,1.3,1.4,0.3,0.2,1.3,0,27.0,76621.0,Devin Durrant,1984.0
2720,,78,14.3,4.9,1.9,3.9,0.0,0.1,1.1,1.6,1.0,2.4,1.3,0.4,0.2,1.3,1,28.0,783.0,Frank Brickowski,1984.0
2721,,51,9.0,4.5,1.8,3.8,0.0,0.0,0.8,1.3,0.6,0.8,0.3,0.2,0.3,0.7,0,29.0,78311.0,Peter Thibeaux,1984.0
2722,,74,17.0,4.4,1.8,3.9,0.0,0.2,0.7,1.0,0.5,1.3,2.9,1.0,0.2,1.3,0,30.0,78578.0,Othell Wilson,1984.0
2723,,47,8.9,4.2,1.5,4.0,0.0,0.0,1.1,1.6,0.2,0.4,0.4,0.4,0.1,0.7,1,31.0,76316.0,Steve Burtt,1984.0
2724,,63,10.8,4.1,1.7,4.6,0.0,0.1,0.6,0.8,0.4,0.6,1.4,0.5,0.1,1.1,0,32.0,76834.0,Lancaster Gordon,1984.0
2725,,51,10.5,3.8,1.6,3.7,0.0,0.0,0.5,0.7,0.8,0.8,0.7,0.2,0.2,0.6,0,33.0,76713.0,Kenny Fields,1984.0
2726,,66,10.6,3.8,1.4,3.5,0.0,0.1,1.0,1.4,0.8,1.2,0.4,0.2,0.2,0.8,1,34.0,77865.0,Gary Plummer,1984.0
2727,,67,13.3,3.7,1.6,2.7,0.0,0.0,0.5,1.2,1.0,2.6,0.8,0.4,0.9,0.9,0,35.0,77191.0,Ozell Jones,1984.0
2728,,60,9.2,3.4,1.5,4.0,0.0,0.0,0.5,0.9,0.7,0.9,0.4,0.4,0.1,0.7,0,36.0,76177.0,Cory Blackwell,1984.0
2729,,59,9.1,3.3,1.3,3.6,0.0,0.1,0.7,0.9,0.6,0.7,0.9,0.5,0.2,0.6,0,37.0,78323.0,Bernard Thompson,1984.0
2730,,39,6.0,3.3,1.3,3.2,0.1,0.3,0.5,0.8,0.4,0.5,0.7,0.1,0.1,0.8,0,38.0,78515.0,Willie White,1984.0
2731,,38,7.1,3.2,1.3,3.5,0.1,0.8,0.5,0.7,0.1,0.4,1.2,0.2,0.0,0.7,1,39.0,78611.0,Leon Wood,1984.0
2732,,60,11.9,3.2,1.2,2.4,0.0,0.0,0.8,1.1,0.7,1.7,0.5,0.2,0.5,1.2,1,40.0,77839.0,Jim Petersen,1984.0
2733,,43,7.1,2.1,0.9,2.2,0.0,0.0,0.3,0.6,0.6,0.8,0.6,0.2,0.1,0.4,0,41.0,78164.0,Charlie Sitton,1984.0
2734,,52,7.5,2.0,0.7,1.8,0.0,0.0,0.6,0.9,0.6,1.8,0.3,0.2,0.3,1.0,1,42.0,76861.0,Stuart Gray,1984.0
2735,,38,4.7,1.8,0.7,1.8,0.0,0.1,0.4,0.4,0.2,0.3,0.7,0.1,0.0,0.5,1,43.0,76342.0,Rick Carlisle,1984.0
2736,,53,12.3,1.5,0.5,1.6,0.0,0.0,0.4,0.7,1.0,2.1,0.4,0.2,0.8,0.8,0,44.0,76370.0,Ron Cavenall,1984.0
2737,,39,6.9,1.3,0.5,1.3,0.0,0.0,0.3,0.5,0.5,1.5,0.3,0.2,0.3,0.4,0,45.0,78080.0,Tom Scheffler,1984.0
2738,,82,32.8,21.0,8.7,16.7,0.0,0.0,3.5,5.3,3.6,7.6,2.0,0.9,2.4,3.6,1,0.0,78055.0,Ralph Sampson,1983.0
2739,,82,25.9,12.4,4.9,10.9,0.1,0.4,2.6,3.5,1.7,2.3,2.3,1.3,0.1,1.7,1,1.0,78523.0,Mitchell Wiggins,1983.0
2740,,81,24.4,12.1,5.0,11.3,0.3,0.9,1.8,2.1,0.7,1.2,1.9,0.3,0.2,1.4,1,2.0,117.0,Jeff Malone,1983.0
2741,,81,30.0,12.0,4.8,10.1,0.0,0.2,2.3,3.0,1.4,5.5,2.1,0.9,0.8,2.0,0,3.0,78257.0,Steve Stipanovich,1983.0
2742,,79,26.3,10.8,4.2,8.5,0.0,0.1,2.3,3.2,2.2,3.5,2.2,0.7,0.7,1.5,1,4.0,1622.0,Rodney McCray,1983.0
2743,,74,22.1,10.6,4.5,9.3,0.1,0.5,1.5,1.9,0.7,1.5,2.4,1.1,0.3,1.6,1,5.0,2.0,Byron Scott,1983.0
2744,,81,23.9,9.3,3.1,6.7,0.0,0.1,3.1,4.0,0.9,1.8,3.9,1.6,0.4,2.1,1,6.0,470.0,Doc Rivers,1983.0
2745,,82,21.1,9.0,3.8,8.1,0.1,0.5,1.4,1.8,1.5,2.3,1.5,0.9,0.5,0.9,0,7.0,78332.0,Paul Thompson,1983.0
2746,,81,24.8,8.5,3.7,7.3,0.0,0.0,1.1,1.4,1.4,4.3,1.6,0.5,1.5,1.3,1,8.0,1847.0,Thurl Bailey,1983.0
2747,,80,27.0,8.4,3.3,7.0,0.0,0.0,1.8,2.5,0.8,1.7,8.3,1.5,0.2,3.4,1,9.0,941.0,Ennis Whatley,1983.0
2748,,80,17.8,8.3,3.3,7.3,0.3,1.1,1.5,1.9,0.5,1.0,2.2,0.7,0.1,1.4,0,10.0,76742.0,Rod Foster,1983.0
2749,,67,15.8,8.2,3.4,7.4,0.2,0.4,1.3,1.8,1.6,2.1,0.8,0.6,0.1,1.2,1,11.0,107.0,Dale Ellis,1983.0
2750,,82,16.1,7.9,2.6,6.3,0.0,0.2,2.5,3.2,0.9,1.1,3.5,1.5,0.2,2.4,1,12.0,78437.0,Darrell Walker,1983.0
2751,,82,17.2,7.7,3.1,6.8,0.0,0.0,1.5,2.1,1.4,1.5,1.9,1.3,0.4,1.5,1,13.0,17.0,Clyde Drexler,1983.0
2752,,79,19.4,7.3,2.7,5.1,0.0,0.1,1.8,2.2,1.3,2.6,1.2,0.7,0.5,1.3,1,14.0,122.0,Fred Roberts,1983.0
2753,,73,17.6,6.9,3.0,6.7,0.1,0.5,0.9,1.0,0.3,0.9,3.3,0.4,0.0,1.1,1,15.0,78279.0,Jon Sundvold,1983.0
2754,,40,11.7,6.5,2.7,5.4,0.0,0.1,1.0,1.2,0.5,0.6,1.2,0.5,0.0,0.8,0,16.0,78281.0,Dane Suttle,1983.0
2755,,72,16.9,6.3,2.6,5.6,0.0,0.2,1.1,1.5,0.8,1.3,1.8,0.8,0.1,1.0,1,17.0,78320.0,Jim Thomas,1983.0
2756,,55,12.5,6.2,2.6,5.7,0.1,0.3,0.9,1.1,0.7,0.9,1.3,0.3,0.1,0.8,0,18.0,76358.0,Howard Carter,1983.0
2757,,75,15.7,6.1,2.4,5.4,0.0,0.1,1.3,1.8,1.2,1.3,2.3,0.5,0.2,1.3,0,19.0,76543.0,Darren Daye,1983.0
2758,,82,20.9,5.7,2.4,5.5,0.0,0.3,0.8,1.2,0.6,1.5,2.9,1.2,0.3,1.4,1,20.0,157.0,Derek Harper,1983.0
2759,,80,23.2,5.5,2.3,4.6,0.0,0.0,0.9,1.5,2.2,4.1,0.9,0.4,1.8,1.4,1,21.0,77030.0,Roy Hinson,1983.0
2760,,49,13.6,5.2,2.0,4.7,0.0,0.0,1.1,1.6,1.2,2.4,0.5,0.4,0.3,1.2,1,22.0,76876.0,Sidney Green,1983.0
2761,,48,9.3,4.5,1.7,3.4,0.0,0.1,1.2,1.9,0.4,0.8,0.8,0.5,0.4,1.0,0,23.0,76425.0,Leroy Combs,1983.0
2762,,78,13.7,4.5,2.1,4.1,0.0,0.1,0.4,0.6,0.2,0.7,0.9,0.2,0.0,0.4,1,24.0,1456.0,Randy Wittman,1983.0
2763,,56,13.2,4.5,1.7,4.0,0.1,0.2,0.9,1.3,0.1,0.8,2.4,0.4,0.0,1.0,0,25.0,76847.0,Stewart Granger,1983.0
